"3A_Code","Taxonomic_Code","Identifier","Name_En","Name_Fr","Name_Es","Name_Ar","Name_Cn","Name_Ru","Scientific_Name","Author","Major_Group","Yearbook_Group_En","Yearbook_Group_Fr","Yearbook_Group_Es","Yearbook_Group_Ar","Yearbook_Group_Cn","Yearbook_Group_Ru","ISSCAAP_Group_En","ISSCAAP_Group_Fr","ISSCAAP_Group_Es","ISSCAAP_Group_Ar","ISSCAAP_Group_Cn","ISSCAAP_Group_Ru","CPC_Class_En","CPC_Class_Fr","CPC_Class_Es","CPC_Class_Ar","CPC_Class_Cn","CPC_Class_Ru","CPC_Group_En","CPC_Group_Fr","CPC_Group_Es","CPC_Group_Ar","CPC_Group_Cn","CPC_Group_Ru"
"FTQ","229003007602","16840","Shasta crayfish","","","","","","Pacifastacus fortis","(Faxon 1914)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"FSG","229003007603","16841","Sooty crayfish","","","","","","Pacifastacus nigrescens","(Stimpson 1857)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"AKC","229003002703","16842","","","","","","","Astacus pachypus","Rathke 1837","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UTT","229003013902","16843","Stone crayfish","","","","","","Austropotamobius torrentium","(Schrank 1803)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"AIQ","229005000102","16844","","","","","","","Astacopsis franklinii","(Gray 1845)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"BGQ","228014000201","16845","Northern blunt-tail shrimp","","","","","","Bentheogennema borealis","(Rathbun 1902)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"MVE","228008000101","16846","Crimson coral shrimp","","","","","","Microprosthema semilaeve","(von Martens 1872)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"TPD","228008000201","16847","Banded coral shrimp","","","","","","Stenopus hispidus","(Olivier 1811)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"FYU","228010000101","16848","Peaked shrimp","","","","","","Acanthephyra curtirostris","Wood-Mason 1891","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"YMF","228010000201","16849","Pacific ambereye","","","","","","Hymenodora frontalis","Rathbun 1902","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"EID","230001000201","16850","Toad mole crab","Mui-mui crapaud","Muy-muy sapo","سلطعون عُلجوم","蟾丽须管蟹","","Lepidopa deamae","Benedict 1903","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ERK","230002000101","16851","Big-claw purple hermit crab","Bernard-lErmite pourpre boxeur","Ermitaño morado boxeador","سرطان أُرجوان مُلاكم","大爪紫色活额寄居蟹","","Petrochirus californiensis","Bouvier 1895","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"CBI","230002000201","16852","Mangrove hermit crab","Bernard-l'Ermite diable","Ermitaño diablico","سرطان المَنْغَرُوف","红树林细螯寄居蟹","","Clibanarius panamensis","Stimpson 1859","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"LQL","230019000101","16853","Pelagic red crab","Galathée pélagique","Langostino pelágico","لانغوستين  سطحيّة","浮游侧甲球蟹","","Pleuroncodes planipes","Stimpson 1860","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"MDD","230019000201","16854","Bristle squat lobster","Galathée gavroche","Munida hirsuta","لانغوستين أَريب","多刺铠虾","","Munida hispida","Benedict 1902","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UNO","230019000202","16855","Stout squat lobster","Galathée rouge","Camaroncillo rojo","لانغوستين حمراء","肥壮铠虾","","Munida obesa","Faxon 1893","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"BQC","229004000301","16856","Bottlebrush crayfish","","","","","","Barbicambarus cornutus","(Faxon 1884)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"EBC","229004000401","16857","Cypress crayfish","","","","","","Cambarellus blacki","Hobbs 1980","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"MBO","229004000501","16858","Appalachian brook grayfish","","","","","","Cambarus bartonii","(Fabricius 1798)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"DCS","229004000601","16859","Mimic crayfish","","","","","","Distocambarus carlsoni","Hobbs 1983","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"FCB","229004000701","16860","Lavender burrowing crayfish","","","","","","Fallicambarus byersi","(Hobbs 1941)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"FXL","229004000801","16861","Ditch fencing crayfish","","","","","","Faxonella clypeata","(Hay 1899)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"HBT","229004000901","16862","Pearl riverlet crayfish","","","","","","Hobbseus attenuatus","Black 1969","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"TBM","229004001001","16863","Spider cave crayfish","","","","","","Troglocambarus maclanei","Hobbs 1942","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"CXJ","229005017304","16864","","","","","","","Cherax albidus","(Riek 1951)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NFF","229005000201","16865","Koura crayfish","","","","","","Paranephrops planifrons","White 1842","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"TUQ","229005000301","16866","","","","","","","Parastacus nicoleti","(Philippi 1882)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NJP","228010000301","16867","Japanese spinyridge","","","","","","Notostomus japonicus","Bate 1888","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"YSJ","228010000401","16868","Quayle spinytail","","","","","","Systellaspis braueri","(Balss 1914)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Shrimps, prawns","Crevettes","Gambas, camarones","","","","Other shrimps and prawns, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UNP","230019000203","16869","Deep-water squat lobster","Galathée du large","Camaroncillo rojo de altura","لانغوستين أعالي البحار","深水铠虾","","Munida propinqua","Faxon 1893","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UNR","230019000204","16870","Radiant squat lobster","Galathée radiante","Munida radiante","لانغوستين مُشِعَّة","辐射铠虾","","Munida refulgens","Faxon 1893","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UNT","230019000205","16871","Long-clawed squat lobster","Galathée à longues pinces","Munida de pinzas largas","لانغوستين ذات ثنيّات طويلة","娇体铠虾","","Munida tenella","Benedict 1902","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ERR","230003000101","16872","Tropical mole crab","Mui-mui achiquil","Muy-muy achiquil","سرطان جُلذ استوائي","热带小蝉蟹","","Emerita rathbunae","Schmitt 1935","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"EIA","230003000102","16873","Coldwater mole crab","Mui-mui limanche","Muy-muy limanche","سرطان جُلذ المياه الباردة","冷水小蝉蟹","","Emerita analoga","(Stimpson 1857)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"HJK","230003000201","16874","Pacific mole crab","Mui-mui du Pacifique","Cochito del Pacífico","سرطان جُلذ المحيط الهادئ","太平洋蝉蟹","","Hippa pacifica","(Dana 1852)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"HIQ","230003000202","16875","Striated mole crab","Mui-mui rayé","Cochito rayado","سرطان جُلذ مخطَّط","条纹蝉蟹","","Hippa strigillata","(Stimpson 1860)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"BQL","230004000101","16876","Coconut crab","","","","","","Birgus latro","(Linnaeus 1767)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"NLE","230020000101","16877","Rough king crab","Crabe royal grêle","Centolla aspera","سرطان ملكي نحيف","糙壳新石蟹","","Neolithodes asperrimus","Barnard 1947","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","King crabs, squat-lobsters","Crabes royaux, galatées","Cangrejos reales, galateidos","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"TUY","229005000302","16878","","","","","","","Parastacus brasiliensis","(von Martens 1869)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KAR","231001000103","16879","Spotted box crab","Migraine maculée","Calapa manchada","عُلبة سرطان مُلطَّخة","点纹馒头蟹","","Calappa rubroguttata","Herklots 1851","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KDA","231004000101","16880","Lagoon land crab","Tourlourou des lagunes","Moro de laguna","سرطان قارّي بُحيْري","泻湖圆轴蟹","","Cardisoma armatum","(Herklots 1851)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GPJ","231013000101","16881","Purple mangrove crab","Anglette de mangroves violette","Abuete real","سرطان علبة كِبريتية المَنَغروفات بنفسجية","紫色方蟹","","Goniopsis pelii","(Herklots 1851)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GSQ","231013000201","16882","Lightfoot crab","Anglette commune","Abuete negro","سرطان علبة كبريتية شائعة","细纹方蟹","","Grapsus grapsus","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"YGT","231013000301","16883","African matchbox crab","Anglette africaine","Abuete cajeta","سرطان علبة كِبريتيّة إفريقية","横宽后纹蟹","","Pachygrapsus transversus","(Gibbes 1850)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ERQ","231013000401","16884","Angola marsh crab","Anglette angolaise","Abuete de Angola","سرطان علبة كِبريتيّة أنغولية","安哥拉相手蟹","","Sesarma angolense","de Brito Capello 1864","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Freshwater crustaceans","Crustacés d'eau douce","Crustáceos de agua dulce","","","","Other crustaceans, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"OLV","231002000101","16885","Paromola","Paromole","Paromola","بارومول","居氏拟人面蟹","","Paromola cuvieri","(Risso 1816)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"OOF","231003000101","16886","African ghost crab","Ocypode africain","Capuco africano","سرطان شَبَح إفريقيّ","非洲沙蟹","","Ocypode africana","De Man 1881","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"OOK","231003000102","16887","Tufted ghost crab","Ocypode pénicillée","Capuco de mechon","سرطان شبح قَلَمِيّ","簇生沙蟹","","Ocypode cursor","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"UCG","231003000201","16888","West african fiddler crab","Gelasime africain","Violinista africano","سرطان كَمَان إفريقيّ","西非招潮蟹","","Uca tangeri","(Eydoux 1835)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KLM","231011001201","16889","Bigfisted swimcrab","Crabe bicorne","Cangrejo tijeron","سرطان  ذو قَرْنين","大螯美青蟹","","Callinectes amnicola","(De Rocheburne 1883)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KLG","231011001203","16890","Marbled swimcrab","Crabe marbré","Cangrejo jaspeado","سرطان عوم رُخامي","白边美青蟹","","Callinectes marginatus","(A. Milne Edwards 1861)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KLP","231011001204","16891","Gladiator swimcrab","Crabe gladiateur","Cangrejo gladiator","سرطان عوم مُجالِد","好斗美青蟹","","Callinectes pallidus","(De Rocheburne 1883)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KNR","231011000101","16892","Red swimcrab","Crabe rouge","Cangrejo colorado","سرطان عوم أحمر","红梭子蟹","","Cronius ruber","(Lamarck 1818)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ICC","231011019602","16893","Wrinkled swimcrab","Étrille ballante","Cangrejo de arrugas","سرطان عوم مُغَضَّن","多皱平滑梭子蟹","","Liocarcinus corrugatus","(Pennant 1777)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"OSQ","231011000405","16894","Lancer swimcrab","Étrille nageuse","Jaiba cornuda","سرطان عوم سبَّاح","矛形梭子蟹","","Portunus hastatus","(Linnaeus 1767)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"GPK","231013000203","16895","Natal lightfoot crab","","","","","","Grapsus tenuicrustatus","(Herbst 1783)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"VAL","231013000601","16896","Peregrine crab","","","","","","Varuna litterata","(Fabricius 1798)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ODK","231003000104","16897","Horned ghost crab","","","","","","Ocypode ceratophthalmus","(Pallas 1772)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"KHF","231011000302","16898","Crucifix crab","","","","锈斑蟳","","Charybdis feriatus","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"ODV","231011000501","16899","Periscope crab","","","","","","Podophthalmus vigil","(Fabricius 1798)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"TLK","231011000601","16900","Wide front swimcrab","","","","","","Thalamita crenata","(Latreille 1829)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
"RAQ","231006000101","16901","Spanner crab","","","","","","Ranina ranina","(Linnaeus 1758)","CRUSTACEA","Fish, crustaceans and molluscs, etc.","Poissons, crustacés, mollusques, etc.","Peces, crustáceos, moluscos, etc.","","","","Crabs, sea-spiders","Crabes, araignées de mer","Cangrejos, centollas","","","","Crabs, live, fresh or chilled","","","","","","Crustaceans, live, fresh or chilled","","","","",""
